id;char;stroke_count;first_stroke
3725;硭;11 画;一
3726;硒;11 画;一
3727;硕;11 画;一
3728;硖;11 画;一
3729;硗;11 画;一
3730;硐;11 画;一
3731;硚;11 画;一
3732;硇;11 画;一
3733;硌;11 画;一
3734;鸸;11 画;一
3735;瓠;11 画;一
3736;匏;11 画;一
3737;奢;11 画;一
3738;盔;11 画;一
3739;爽;11 画;一
3740;厩;11 画;一
3741;聋;11 画;一
3742;龚;11 画;一
3743;袭;11 画;一
3744;殒;11 画;一
3745;殓;11 画;一
3746;殍;11 画;一
3747;盛;11 画;一
3748;赉;11 画;一
3749;匾;11 画;一
3750;雩;11 画;一
3751;雪;11 画;一
3752;辄;11 画;一
3753;辅;11 画;一
3754;辆;11 画;一
3755;堑;11 画;一
3756;龁;11 画;丨
3757;颅;11 画;丨
3758;虚;11 画;丨
3759;彪;11 画;丨
3760;雀;11 画;丨
3761;堂;11 画;丨
3762;常;11 画;丨
3763;眶;11 画;丨
3764;眭;11 画;丨
3765;唪;11 画;丨
3766;眦;11 画;丨
3767;啧;11 画;丨
3768;匙;11 画;丨
3769;晡;11 画;丨
3770;晤;11 画;丨
3771;晨;11 画;丨
3772;眺;11 画;丨
3773;眵;11 画;丨
3774;睁;11 画;丨
3775;眯;11 画;丨
3776;眼;11 画;丨
3777;眸;11 画;丨
3778;悬;11 画;丨
3779;野;11 画;丨
3780;圊;11 画;丨
3781;啪;11 画;丨
3782;啦;11 画;丨
3783;喏;11 画;丨
3784;喵;11 画;丨
3785;啉;11 画;丨
3786;勖;11 画;丨
3787;曼;11 画;丨
3788;晦;11 画;丨
3789;晞;11 画;丨
3790;晗;11 画;丨
3791;晚;11 画;丨
3792;冕;11 画;丨
3793;啄;11 画;丨
3794;啭;11 画;丨
3795;啡;11 画;丨
3796;畦;11 画;丨
3797;趼;11 画;丨
3798;趺;11 画;丨
3799;距;11 画;丨
3800;趾;11 画;丨
3801;啃;11 画;丨
3802;跃;11 画;丨
3803;啮;11 画;丨
3804;跄;11 画;丨
3805;略;11 画;丨
3806;蚶;11 画;丨
3807;蛄;11 画;丨
3808;蛎;11 画;丨
3809;蛆;11 画;丨
3810;蚰;11 画;丨
3811;蚺;11 画;丨
3812;蛊;11 画;丨
3813;圉;11 画;丨
3814;蚱;11 画;丨
3815;蚯;11 画;丨
3816;蛉;11 画;丨
3817;蛀;11 画;丨
3818;蛇;11 画;丨
3819;蛏;11 画;丨
3820;蚴;11 画;丨
3821;唬;11 画;丨
3822;累;11 画;丨
3823;鄂;11 画;丨
3824;唱;11 画;丨
3825;患;11 画;丨
3826;啰;11 画;丨
3827;唾;11 画;丨
3828;唯;11 画;丨
3829;啤;11 画;丨
3830;啥;11 画;丨
3831;啁;11 画;丨
3832;啕;11 画;丨
3833;唿;11 画;丨
3834;啐;11 画;丨
3835;唼;11 画;丨
3836;唷;11 画;丨
3837;啴;11 画;丨
3838;啖;11 画;丨
3839;啵;11 画;丨
3840;啶;11 画;丨
3841;啷;11 画;丨
3842;唳;11 画;丨
3843;啸;11 画;丨
3844;啜;11 画;丨
3845;帻;11 画;丨
3846;崖;11 画;丨
3847;崎;11 画;丨
3848;崦;11 画;丨
3849;崭;11 画;丨
3850;逻;11 画;丨
3851;帼;11 画;丨
3852;崮;11 画;丨
3853;崔;11 画;丨
3854;帷;11 画;丨
3855;崟;11 画;丨
3856;崤;11 画;丨
3857;崩;11 画;丨
3858;崞;11 画;丨
3859;崇;11 画;丨
3860;崆;11 画;丨
3861;崛;11 画;丨
3862;赇;11 画;丨
3863;赈;11 画;丨
3864;婴;11 画;丨
3865;赊;11 画;丨
3866;圈;11 画;丨
3867;铐;11 画;丿
3868;铑;11 画;丿
3869;铒;11 画;丿
3870;铕;11 画;丿
3871;铗;11 画;丿
3872;铘;11 画;丿
3873;铙;11 画;丿
3874;銍;11 画;丿
3875;铛;11 画;丿
3876;铜;11 画;丿
3877;铝;11 画;丿
3878;铞;11 画;丿
3879;铟;11 画;丿
3880;铠;11 画;丿
3881;铡;11 画;丿
3882;铢;11 画;丿
3883;铣;11 画;丿
3884;铤;11 画;丿
3885;铥;11 画;丿
3886;铧;11 画;丿
3887;铨;11 画;丿
3888;铩;11 画;丿
3889;铪;11 画;丿
3890;铫;11 画;丿
3891;铭;11 画;丿
3892;铬;11 画;丿
3893;铮;11 画;丿
3894;铯;11 画;丿
3895;铰;11 画;丿
3896;铱;11 画;丿
3897;铲;11 画;丿
3898;铳;11 画;丿
3899;铴;11 画;丿
3900;铵;11 画;丿
3901;银;11 画;丿
3902;铷;11 画;丿
3903;矫;11 画;丿
3904;氪;11 画;丿
3905;牾;11 画;丿
3906;甜;11 画;丿
3907;鸹;11 画;丿
3908;秸;11 画;丿
3909;梨;11 画;丿
3910;犁;11 画;丿
3911;稆;11 画;丿
3912;秽;11 画;丿
3913;移;11 画;丿
3914;秾;11 画;丿
3915;逶;11 画;丿
3916;笺;11 画;丿
3917;筇;11 画;丿
3918;笨;11 画;丿
3919;笸;11 画;丿
3920;笼;11 画;丿
3921;笪;11 画;丿
3922;笛;11 画;丿
3923;笙;11 画;丿
3924;笮;11 画;丿
3925;符;11 画;丿
3926;笱;11 画;丿
3927;笠;11 画;丿
3928;笥;11 画;丿
3929;第;11 画;丿
3930;笳;11 画;丿
3931;笤;11 画;丿
3932;笾;11 画;丿
3933;笞;11 画;丿
3934;敏;11 画;丿
3935;偾;11 画;丿
3936;做;11 画;丿
3937;鸺;11 画;丿
3938;偃;11 画;丿
3939;偕;11 画;丿
3940;袋;11 画;丿
3941;悠;11 画;丿
3942;偿;11 画;丿
3943;偶;11 画;丿
3944;偈;11 画;丿
3945;偎;11 画;丿
3946;偲;11 画;丿
3947;傀;11 画;丿
3948;偷;11 画;丿
3949;您;11 画;丿
3950;偬;11 画;丿
3951;售;11 画;丿
3952;停;11 画;丿
3953;偻;11 画;丿
3954;偏;11 画;丿
3955;躯;11 画;丿
3956;皑;11 画;丿
3957;兜;11 画;丿
3958;皎;11 画;丿
3959;假;11 画;丿
3960;衅;11 画;丿
3961;鸻;11 画;丿
3962;徘;11 画;丿
3963;徙;11 画;丿
3964;徜;11 画;丿
3965;得;11 画;丿
3966;衔;11 画;丿
3967;舸;11 画;丿
3968;舻;11 画;丿
3969;舳;11 画;丿
3970;盘;11 画;丿
3971;舴;11 画;丿
3972;舶;11 画;丿
3973;船;11 画;丿
3974;鸼;11 画;丿
3975;舷;11 画;丿
3976;舵;11 画;丿
3977;斜;11 画;丿
3978;龛;11 画;丿
3979;盒;11 画;丿
3980;鸽;11 画;丿
3981;瓻;11 画;丿
3982;敛;11 画;丿
3983;悉;11 画;丿
3984;欲;11 画;丿
3985;彩;11 画;丿
3986;领;11 画;丿
3987;翎;11 画;丿
3988;脚;11 画;丿
3989;脖;11 画;丿
3990;脯;11 画;丿
3991;豚;11 画;丿
3992;脶;11 画;丿
3993;脸;11 画;丿
3994;脞;11 画;丿
3995;脬;11 画;丿
3996;脱;11 画;丿
3997;脘;11 画;丿
3998;脲;11 画;丿
3999;脧;11 画;丿
4000;匐;11 画;丿
4001;鱾;11 画;丿
4002;象;11 画;丿
4003;够;11 画;丿
4004;逸;11 画;丿
4005;猜;11 画;丿
4006;猪;11 画;丿
4007;猎;11 画;丿
4008;猫;11 画;丿
4009;猗;11 画;丿
4010;凰;11 画;丿
4011;猖;11 画;丿
4012;猡;11 画;丿
4013;猊;11 画;丿
4014;猞;11 画;丿
4015;猄;11 画;丿
4016;猝;11 画;丿
4017;斛;11 画;丿
4018;觖;11 画;丿
4019;猕;11 画;丿
4020;猛;11 画;丿
4021;馗;11 画;丿
4022;祭;11 画;丿
4023;馃;11 画;丿
4024;馄;11 画;丿
4025;馅;11 画;丿
4026;馆;11 画;丿
4027;凑;11 画;丶
4028;减;11 画;丶
4029;鸾;11 画;丶
4030;毫;11 画;丶
4031;孰;11 画;丶
4032;烹;11 画;丶
4033;庶;11 画;丶
4034;庹;11 画;丶
4035;麻;11 画;丶
4036;庵;11 画;丶
4037;庼;11 画;丶
4038;庾;11 画;丶
4039;庳;11 画;丶
4040;痔;11 画;丶
4041;痍;11 画;丶
4042;疵;11 画;丶
4043;痊;11 画;丶
4044;痒;11 画;丶
4045;痕;11 画;丶
4046;廊;11 画;丶
4047;康;11 画;丶
4048;庸;11 画;丶
4049;鹿;11 画;丶
4050;盗;11 画;丶
4051;章;11 画;丶
4052;竟;11 画;丶
4053;翊;11 画;丶
4054;商;11 画;丶
4055;旌;11 画;丶
4056;族;11 画;丶
4057;旎;11 画;丶
4058;旋;11 画;丶
4059;望;11 画;丶
4060;袤;11 画;丶
4061;率;11 画;丶
4062;阇;11 画;丶
4063;阈;11 画;丶
4064;阉;11 画;丶
4065;阊;11 画;丶
4066;阋;11 画;丶
4067;阌;11 画;丶
4068;阍;11 画;丶
4069;阎;11 画;丶
4070;阏;11 画;丶
4071;阐;11 画;丶
4072;着;11 画;丶
4073;羚;11 画;丶
4074;羝;11 画;丶
4075;羟;11 画;丶
4076;盖;11 画;丶
4077;眷;11 画;丶
4078;粝;11 画;丶
4079;粘;11 画;丶
4080;粗;11 画;丶
4081;粕;11 画;丶
4082;粒;11 画;丶
4083;断;11 画;丶
4084;剪;11 画;丶
4085;兽;11 画;丶
4086;焐;11 画;丶
4087;焊;11 画;丶
4088;烯;11 画;丶
4089;焓;11 画;丶
4090;焕;11 画;丶
4091;烽;11 画;丶
4092;焖;11 画;丶
4093;烷;11 画;丶
4094;烺;11 画;丶
4095;焌;11 画;丶
4096;清;11 画;丶
4097;渍;11 画;丶
4098;添;11 画;丶
4099;渚;11 画;丶
4100;鸿;11 画;丶
4101;淇;11 画;丶
4102;淋;11 画;丶
4103;淅;11 画;丶
4104;淞;11 画;丶
4105;渎;11 画;丶
4106;涯;11 画;丶
4107;淹;11 画;丶
4108;涿;11 画;丶
4109;渠;11 画;丶
4110;渐;11 画;丶
4111;淑;11 画;丶
4112;淖;11 画;丶
4113;挲;11 画;丶
4114;淌;11 画;丶
4115;淏;11 画;丶
4116;混;11 画;丶
4117;淠;11 画;丶
4118;涸;11 画;丶
4119;渑;11 画;丶
4120;淮;11 画;丶
4121;淦;11 画;丶
4122;淆;11 画;丶
4123;渊;11 画;丶
4124;淫;11 画;丶
4125;淝;11 画;丶
4126;渔;11 画;丶
4127;淘;11 画;丶
4128;淳;11 画;丶
4129;液;11 画;丶
4130;淬;11 画;丶
4131;涪;11 画;丶
4132;淤;11 画;丶
4133;淡;11 画;丶
4134;淙;11 画;丶
4135;淀;11 画;丶
4136;涫;11 画;丶
4137;深;11 画;丶
4138;渌;11 画;丶
4139;涮;11 画;丶
4140;涵;11 画;丶
4141;婆;11 画;丶
4142;梁;11 画;丶
4143;渗;11 画;丶
4144;淄;11 画;丶
4145;情;11 画;丶
4146;惬;11 画;丶
4147;悻;11 画;丶
4148;惜;11 画;丶
4149;惭;11 画;丶
4150;悱;11 画;丶
4151;悼;11 画;丶
4152;惝;11 画;丶
4153;惧;11 画;丶
4154;惕;11 画;丶
4155;惘;11 画;丶
4156;悸;11 画;丶
4157;惟;11 画;丶
4158;惆;11 画;丶
4159;惚;11 画;丶
4160;惊;11 画;丶
4161;惇;11 画;丶
4162;惦;11 画;丶
4163;悴;11 画;丶
4164;惮;11 画;丶
4165;惋;11 画;丶
4166;惨;11 画;丶
4167;惯;11 画;丶
4168;寇;11 画;丶
4169;寅;11 画;丶
4170;寄;11 画;丶
4171;寂;11 画;丶
4172;逭;11 画;丶
4173;宿;11 画;丶
4174;窒;11 画;丶
4175;窑;11 画;丶
4176;窕;11 画;丶
4177;密;11 画;丶
4178;谋;11 画;丶
4179;谌;11 画;丶
4180;谍;11 画;丶
4181;谎;11 画;丶
4182;谏;11 画;丶
4183;扈;11 画;丶
4184;皲;11 画;丶
4185;谐;11 画;丶
4186;谑;11 画;丶
4187;裆;11 画;丶
4188;袱;11 画;丶
4189;袼;11 画;丶
4190;裈;11 画;丶
4191;裉;11 画;丶
4192;祷;11 画;丶
4193;祸;11 画;丶
4194;祲;11 画;丶
4195;谒;11 画;丶
4196;谓;11 画;丶
4197;谔;11 画;丶
4198;谕;11 画;丶
4199;谖;11 画;丶
4200;谗;11 画;丶
4201;谙;11 画;丶
4202;谚;11 画;丶
4203;谛;11 画;丶
4204;谜;11 画;丶
4205;谝;11 画;丶
4206;敝;11 画;丶
4207;逮;11 画;乛
4208;逯;11 画;乛
4209;敢;11 画;乛
4210;尉;11 画;乛
4211;屠;11 画;乛
4212;艴;11 画;乛
4213;弹;11 画;乛
4214;隋;11 画;乛
4215;堕;11 画;乛
4216;郿;11 画;乛
4217;随;11 画;乛
4218;蛋;11 画;乛
4219;隅;11 画;乛
4220;隈;11 画;乛
4221;粜;11 画;乛
4222;隍;11 画;乛
4223;隗;11 画;乛
4224;隆;11 画;乛
4225;隐;11 画;乛
4226;婧;11 画;乛
4227;婊;11 画;乛
4228;婞;11 画;乛
4229;婳;11 画;乛
4230;婕;11 画;乛
4231;娼;11 画;乛
4232;婢;11 画;乛
4233;婚;11 画;乛
4234;婵;11 画;乛
4235;婶;11 画;乛
4236;婉;11 画;乛
4237;胬;11 画;乛
4238;袈;11 画;乛
4239;颇;11 画;乛
4240;颈;11 画;乛
4241;翌;11 画;乛
4242;恿;11 画;乛
4243;欸;11 画;乛
4244;绩;11 画;乛
4245;绪;11 画;乛
4246;绫;11 画;乛
4247;骐;11 画;乛
4248;续;11 画;乛
4249;骑;11 画;乛
4250;绮;11 画;乛
4251;绯;11 画;乛
4252;绰;11 画;乛
4253;骒;11 画;乛
4254;绲;11 画;乛
4255;绳;11 画;乛
4256;骓;11 画;乛
4257;维;11 画;乛
4258;绵;11 画;乛
4259;绶;11 画;乛
4260;绷;11 画;乛
4261;绸;11 画;乛
4262;绹;11 画;乛
4263;绺;11 画;乛
4264;绻;11 画;乛
4265;综;11 画;乛
4266;绽;11 画;乛
4267;绾;11 画;乛
4268;绿;11 画;乛
4269;骖;11 画;乛
4270;缀;11 画;乛
4271;缁;11 画;乛
4272;巢;11 画;乛
4273;耠;12 画;一
4274;琫;12 画;一
4275;琵;12 画;一
4276;琴;12 画;一
4277;琶;12 画;一
4278;琪;12 画;一
4279;瑛;12 画;一
4280;琳;12 画;一
4281;琦;12 画;一
4282;琢;12 画;一
4283;琥;12 画;一
4284;琨;12 画;一
4285;靓;12 画;一
4286;琼;12 画;一
4287;斑;12 画;一
4288;琰;12 画;一
4289;琮;12 画;一
4290;琯;12 画;一
4291;琬;12 画;一
4292;琛;12 画;一
4293;琚;12 画;一
4294;辇;12 画;一
4295;替;12 画;一
4296;鼋;12 画;一
4297;揳;12 画;一
4298;揍;12 画;一
4299;款;12 画;一
4300;堪;12 画;一
4301;堞;12 画;一
4302;搽;12 画;一
4303;塔;12 画;一
4304;搭;12 画;一
4305;塃;12 画;一
4306;揸;12 画;一
4307;堰;12 画;一
4308;揠;12 画;一
4309;堙;12 画;一
4310;揩;12 画;一
4311;越;12 画;一
4312;趄;12 画;一
4313;趁;12 画;一
4314;趋;12 画;一
4315;超;12 画;一
4316;揽;12 画;一
4317;提;12 画;一
4318;堤;12 画;一
4319;揖;12 画;一
4320;博;12 画;一
4321;揾;12 画;一
4322;颉;12 画;一
4323;揭;12 画;一
4324;喜;12 画;一
4325;彭;12 画;一
4326;揣;12 画;一
4327;塄;12 画;一
4328;揿;12 画;一
4329;插;12 画;一
4330;揪;12 画;一
4331;搜;12 画;一
4332;煮;12 画;一
4333;堠;12 画;一
4334;耋;12 画;一
4335;揄;12 画;一
4336;援;12 画;一
4337;搀;12 画;一
4338;蛰;12 画;一
4339;蛩;12 画;一
4340;絷;12 画;一
4341;塆;12 画;一
4342;裁;12 画;一
4343;揞;12 画;一
4344;搁;12 画;一
4345;搓;12 画;一
4346;搂;12 画;一
4347;搅;12 画;一
4348;揎;12 画;一
4349;壹;12 画;一
4350;握;12 画;一
4351;摒;12 画;一
4352;揆;12 画;一
4353;搔;12 画;一
4354;揉;12 画;一
4355;掾;12 画;一
4356;葜;12 画;一
4357;聒;12 画;一
4358;斯;12 画;一
4359;期;12 画;一
4360;欺;12 画;一
4361;联;12 画;一
4362;葑;12 画;一
4363;葚;12 画;一
4364;葫;12 画;一
4365;靰;12 画;一
4366;靸;12 画;一
4367;散;12 画;一
4368;葳;12 画;一
4369;惹;12 画;一
4370;蒇;12 画;一
4371;葬;12 画;一
4372;蒈;12 画;一
4373;募;12 画;一
4374;葺;12 画;一
4375;葛;12 画;一
4376;蒉;12 画;一
4377;葸;12 画;一
4378;萼;12 画;一
4379;蓇;12 画;一
4380;萩;12 画;一
4381;董;12 画;一
4382;葆;12 画;一
4383;葩;12 画;一
4384;葡;12 画;一
4385;敬;12 画;一
4386;葱;12 画;一
4387;蒋;12 画;一
4388;葶;12 画;一
4389;蒂;12 画;一
4390;蒌;12 画;一
4391;篊;12 画;一
4392;蒎;12 画;一
4393;落;12 画;一
4394;萱;12 画;一
4395;葖;12 画;一
4396;韩;12 画;一
4397;戟;12 画;一
4398;朝;12 画;一
4399;葭;12 画;一
4400;辜;12 画;一
4401;葵;12 画;一
4402;棒;12 画;一
4403;楮;12 画;一
4404;棱;12 画;一
4405;棋;12 画;一
4406;椰;12 画;一
4407;植;12 画;一
4408;森;12 画;一
4409;棼;12 画;一
4410;焚;12 画;一
4411;椟;12 画;一
4412;椅;12 画;一
4413;椒;12 画;一
4414;棹;12 画;一
4415;棵;12 画;一
4416;棍;12 画;一
4417;椤;12 画;一
4418;棰;12 画;一
4419;椎;12 画;一
4420;棉;12 画;一
4421;椑;12 画;一
4422;鹀;12 画;一
4423;赍;12 画;一
4424;棚;12 画;一
4425;椋;12 画;一
4426;椁;12 画;一
4427;棬;12 画;一
4428;棕;12 画;一
4429;棺;12 画;一
4430;榔;12 画;一
4431;楗;12 画;一
4432;棣;12 画;一
4433;椐;12 画;一
4434;椭;12 画;一
4435;鹁;12 画;一
4436;惠;12 画;一
4437;惑;12 画;一
4438;逼;12 画;一
4439;覃;12 画;一
4440;粟;12 画;一
4441;棘;12 画;一
4442;酣;12 画;一
4443;酤;12 画;一
4444;酢;12 画;一
4445;酥;12 画;一
4446;酡;12 画;一
4447;酦;12 画;一
4448;鹂;12 画;一
4449;觌;12 画;一
4450;厨;12 画;一
4451;厦;12 画;一
4452;硬;12 画;一
4453;硝;12 画;一
4454;硪;12 画;一
4455;硷;12 画;一
4456;确;12 画;一
4457;硫;12 画;一
4458;雁;12 画;一
4459;厥;12 画;一
4460;殖;12 画;一
4461;裂;12 画;一
4462;雄;12 画;一
4463;殚;12 画;一
4464;殛;12 画;一
4465;颊;12 画;一
4466;雳;12 画;一
4467;雯;12 画;一
4468;辊;12 画;一
4469;辋;12 画;一
4470;椠;12 画;一
4471;暂;12 画;一
4472;辌;12 画;一
4473;辍;12 画;一
4474;辎;12 画;一
4475;雅;12 画;一
4476;翘;12 画;一
4477;辈;12 画;丨
4478;斐;12 画;丨
4479;悲;12 画;丨
4480;紫;12 画;丨
4481;凿;12 画;丨
4482;黹;12 画;丨
4483;辉;12 画;丨
4484;敞;12 画;丨
4485;棠;12 画;丨
4486;牚;12 画;丨
4487;赏;12 画;丨
4488;掌;12 画;丨
4489;晴;12 画;丨
4490;睐;12 画;丨
4491;暑;12 画;丨
4492;最;12 画;丨
4493;晰;12 画;丨
4494;量;12 画;丨
4495;睑;12 画;丨
4496;睇;12 画;丨
4497;鼎;12 画;丨
4498;睃;12 画;丨
4499;喷;12 画;丨
4500;戢;12 画;丨
4501;喋;12 画;丨
4502;嗒;12 画;丨
4503;喃;12 画;丨
4504;喳;12 画;丨
4505;晶;12 画;丨
4506;喇;12 画;丨
4507;遇;12 画;丨
4508;喊;12 画;丨
4509;喱;12 画;丨
4510;喹;12 画;丨
4511;遏;12 画;丨
4512;晷;12 画;丨
4513;晾;12 画;丨
4514;景;12 画;丨
4515;喈;12 画;丨
4516;畴;12 画;丨
4517;践;12 画;丨
4518;跖;12 画;丨
4519;跋;12 画;丨
4520;跌;12 画;丨
4521;跗;12 画;丨
4522;跞;12 画;丨
4523;跚;12 画;丨
4524;跑;12 画;丨
4525;跎;12 画;丨
4526;跏;12 画;丨
4527;跛;12 画;丨
4528;跆;12 画;丨
4529;遗;12 画;丨
4530;蛙;12 画;丨
4531;蛱;12 画;丨
4532;蛲;12 画;丨
4533;蛭;12 画;丨
4534;蛳;12 画;丨
4535;蛐;12 画;丨
4536;蛔;12 画;丨
4537;蛛;12 画;丨
4538;蜓;12 画;丨
4539;蛞;12 画;丨
4540;蜒;12 画;丨
4541;蛤;12 画;丨
4542;蛴;12 画;丨
4543;蛟;12 画;丨
4544;蛘;12 画;丨
4545;蛑;12 画;丨
4546;畯;12 画;丨
4547;喁;12 画;丨
4548;喝;12 画;丨
4549;鹃;12 画;丨
4550;喂;12 画;丨
4551;喟;12 画;丨
4552;斝;12 画;丨
4553;喘;12 画;丨
4554;啾;12 画;丨
4555;嗖;12 画;丨
4556;喤;12 画;丨
4557;喉;12 画;丨
4558;喻;12 画;丨
4559;喑;12 画;丨
4560;啼;12 画;丨
4561;嗟;12 画;丨
4562;喽;12 画;丨
4563;嗞;12 画;丨
4564;喧;12 画;丨
4565;喀;12 画;丨
4566;喔;12 画;丨
4567;喙;12 画;丨
4568;嵌;12 画;丨
4569;嵘;12 画;丨
4570;嵖;12 画;丨
4571;幅;12 画;丨
4572;崴;12 画;丨
4573;遄;12 画;丨
4574;詈;12 画;丨
4575;帽;12 画;丨
4576;嵎;12 画;丨
4577;崽;12 画;丨
4578;嵚;12 画;丨
4579;嵬;12 画;丨
4580;嵛;12 画;丨
4581;翙;12 画;丨
4582;嵯;12 画;丨
4583;嵝;12 画;丨
4584;嵫;12 画;丨
4585;幄;12 画;丨
4586;嵋;12 画;丨
4587;赋;12 画;丨
4588;赌;12 画;丨
4589;赎;12 画;丨
4590;赐;12 画;丨
4591;赑;12 画;丨
4592;赔;12 画;丨
4593;黑;12 画;丨
4594;铸;12 画;丿
4595;铹;12 画;丿
4596;铺;12 画;丿
4597;铻;12 画;丿
4598;铼;12 画;丿
4599;铽;12 画;丿
4600;链;12 画;丿
4601;铿;12 画;丿
4602;销;12 画;丿
4603;锁;12 画;丿
4604;锃;12 画;丿
4605;锄;12 画;丿
4606;锂;12 画;丿
4607;锅;12 画;丿
4608;锆;12 画;丿
4609;锇;12 画;丿
4610;锈;12 画;丿
4611;锉;12 画;丿
4612;锊;12 画;丿
4613;锋;12 画;丿
4614;锌;12 画;丿
4615;锎;12 画;丿
4616;锏;12 画;丿
4617;锐;12 画;丿
4618;锑;12 画;丿
4619;锒;12 画;丿
4620;锓;12 画;丿
4621;锔;12 画;丿
4622;锕;12 画;丿
4623;甥;12 画;丿
4624;掣;12 画;丿
4625;掰;12 画;丿
4626;短;12 画;丿
4627;智;12 画;丿
4628;矬;12 画;丿
4629;氰;12 画;丿
4630;毳;12 画;丿
4631;毯;12 画;丿
4632;氮;12 画;丿
4633;毽;12 画;丿
4634;氯;12 画;丿
4635;犊;12 画;丿
4636;犄;12 画;丿
4637;犋;12 画;丿
4638;鹄;12 画;丿
4639;犍;12 画;丿
4640;鹅;12 画;丿
4641;颋;12 画;丿
4642;剩;12 画;丿
4643;嵇;12 画;丿
4644;稍;12 画;丿
4645;程;12 画;丿
4646;稀;12 画;丿
4647;黍;12 画;丿
4648;稃;12 画;丿
4649;税;12 画;丿
4650;稂;12 画;丿
4651;筐;12 画;丿
4652;等;12 画;丿
4653;筘;12 画;丿
4654;筑;12 画;丿
4655;策;12 画;丿
4656;筚;12 画;丿
4657;筛;12 画;丿
4658;筜;12 画;丿
4659;筒;12 画;丿
4660;筅;12 画;丿
4661;筏;12 画;丿
4662;筵;12 画;丿
4663;筌;12 画;丿
4664;答;12 画;丿
4665;筋;12 画;丿
4666;筝;12 画;丿
4667;傣;12 画;丿
4668;傲;12 画;丿
4669;傅;12 画;丿
4670;傈;12 画;丿
4671;舄;12 画;丿
4672;牍;12 画;丿
4673;牌;12 画;丿
4674;傥;12 画;丿
4675;堡;12 画;丿
4676;集;12 画;丿
4677;焦;12 画;丿
4678;傍;12 画;丿
4679;傧;12 画;丿
4680;储;12 画;丿
4681;遑;12 画;丿
4682;皓;12 画;丿
4683;皖;12 画;丿
4684;粤;12 画;丿
4685;奥;12 画;丿
4686;傩;12 画;丿
4687;遁;12 画;丿
4688;街;12 画;丿
4689;惩;12 画;丿
4690;御;12 画;丿
4691;徨;12 画;丿
4692;循;12 画;丿
4693;舾;12 画;丿
4694;艇;12 画;丿
4695;舒;12 画;丿
4696;畲;12 画;丿
4697;弑;12 画;丿
4698;逾;12 画;丿
4699;颌;12 画;丿
4700;翕;12 画;丿
4701;釉;12 画;丿
4702;番;12 画;丿
4703;释;12 画;丿
4704;鹆;12 画;丿
4705;禽;12 画;丿
4706;舜;12 画;丿
4707;貂;12 画;丿
4708;腈;12 画;丿
4709;腊;12 画;丿
4710;腌;12 画;丿
4711;腓;12 画;丿
4712;腆;12 画;丿
4713;腴;12 画;丿
4714;脾;12 画;丿
4715;腋;12 画;丿
4716;腑;12 画;丿
4717;腙;12 画;丿
4718;腚;12 画;丿
4719;腔;12 画;丿
4720;腕;12 画;丿
4721;腱;12 画;丿
4722;腒;12 画;丿
4723;鱿;12 画;丿
4724;鲀;12 画;丿
4725;鲁;12 画;丿
4726;鲂;12 画;丿
4727;鲃;12 画;丿
4728;颍;12 画;丿
4729;猢;12 画;丿
4730;猹;12 画;丿
4731;猩;12 画;丿
4732;猥;12 画;丿
4733;猬;12 画;丿
4734;猾;12 画;丿
4735;猴;12 画;丿
4736;飓;12 画;丿
4737;觞;12 画;丿
4738;觚;12 画;丿
4739;猸;12 画;丿
4740;猱;12 画;丿
4741;惫;12 画;丿
4742;飧;12 画;丿
4743;然;12 画;丿
4744;馇;12 画;丿
4745;馈;12 画;丿
4746;馉;12 画;丿
4747;馊;12 画;丿
4748;馋;12 画;丿
4749;亵;12 画;丶
4750;装;12 画;丶
4751;蛮;12 画;丶
4752;脔;12 画;丶
4753;就;12 画;丶
4754;敦;12 画;丶
4755;裒;12 画;丶
4756;廋;12 画;丶
4757;斌;12 画;丶
4758;痣;12 画;丶
4759;痨;12 画;丶
4760;痦;12 画;丶
4761;痘;12 画;丶
4762;痞;12 画;丶
4763;痢;12 画;丶
4764;痤;12 画;丶
4765;痪;12 画;丶
4766;痫;12 画;丶
4767;痧;12 画;丶
4768;痛;12 画;丶
4769;鄌;12 画;丶
4770;赓;12 画;丶
4771;竦;12 画;丶
4772;童;12 画;丶
4773;瓿;12 画;丶
4774;竣;12 画;丶
4775;啻;12 画;丶
4776;颏;12 画;丶
4777;鹇;12 画;丶
4778;阑;12 画;丶
4779;阒;12 画;丶
4780;阔;12 画;丶
4781;阕;12 画;丶
4782;善;12 画;丶
4783;翔;12 画;丶
4784;羡;12 画;丶
4785;普;12 画;丶
4786;粪;12 画;丶
4787;粞;12 画;丶
4788;尊;12 画;丶
4789;奠;12 画;丶
4790;遒;12 画;丶
4791;道;12 画;丶
4792;遂;12 画;丶
4793;孳;12 画;丶
4794;曾;12 画;丶
4795;焯;12 画;丶
4796;焜;12 画;丶
4797;焰;12 画;丶
4798;焙;12 画;丶
4799;焱;12 画;丶
4800;鹈;12 画;丶
4801;湛;12 画;丶
4802;港;12 画;丶
4803;渫;12 画;丶
4804;滞;12 画;丶
4805;湖;12 画;丶
4806;湘;12 画;丶
4807;渣;12 画;丶
4808;渤;12 画;丶
4809;湮;12 画;丶
4810;湎;12 画;丶
4811;湝;12 画;丶
4812;湨;12 画;丶
4813;湜;12 画;丶
4814;渺;12 画;丶
4815;湿;12 画;丶
4816;温;12 画;丶
4817;渴;12 画;丶
