id;char;stroke_count;first_stroke
6981;癯;22 画;丶
6982;麟;22 画;丶
6983;蠲;22 画;丶
6984;矗;24 画;一
6985;蠹;24 画;一
6986;醾;24 画;一
6987;躞;24 画;丨
6988;衢;24 画;丿
6989;鑫;24 画;丿
6990;灞;24 画;丶
6991;襻;24 画;丶
6992;纛;25 画;一
6993;鬣;25 画;一
6994;攮;25 画;一
6995;囔;25 画;丨
6996;馕;25 画;丿
6997;戆;25 画;丶
6998;蠼;26 画;丨
6999;爨;30 画;丿
7000;齉;36 画;丿
